bank,type,region,year,roa,roe,revenue,netProfit,coreRevenueGrowth,revenueGrowth,netProfitGrowth,ppopGrowth,costIncomeRatio,feeAssetRatio,trueCoreNonInterest,volatileIncomeShare,cashProfitRatio,nim,nimGapBp,nimGapPoint,earningAssetYield,interestLiabilityCost,realLoanDepositSpread,timeDepositShare,corporateDemandDepositShare,personalDemandDepositShare,corporateTimeDeposit,personalTimeDeposit,npl,provisionCoverage,overdueRatio,specialMentionRatio,overdueNplDeviation,hiddenNplExposure,personalLoanNpl,corporateLoanNpl,housingLoanNpl,consumerLoanNpl,businessLoanNpl,creditCardLoanNpl,housingLoanShare,consumerLoanShare,businessLoanShare,retailRiskMax,retailRiskSpread,pb,pbMid,peTtm,divYield,divYieldTtm,totalMarketValue,turnoverRate,cet1,cet1Buffer,carBuffer,rwaDensity,estimatedRwa,estimatedRwaGrowth,rwaProfitGrowthGap,rwaAssetGrowthGap,pbChange,bondInvestment,fundInvestment,trustWmInvestment,tradAsset,fvociAssets,acAssets,htmInvest,afaAssets,debtInvestment,otherDebtInvestment,investmentAssetRatio,fairValueChgGain,fxGain,investIncome,otherNonInterestIncome,otherAssetImpairLoss,operatingCashFlow,cashflowInvAct,cashflowFncAct,depositGrowthCF,loanIssuanceCF,centralBankAdj,liquidityCoverageRatio,liquidityRatio,loanDepositRatio
浙商银行,股份行,全国,2020,0.6526,10.03,4770300.0,1255900.0,,,,,25.96,0.207497,8.9093,,394.776654,2.19,,,4.68,2.69,,64.786853,31.644413,3.421681,64726500.0,20788000.0,1.42,191.01,1.8138,1.7477,1.2773,3.16,0.72,1.86,,,,,22.7137,31.8674,45.4189,,,0.7649,0.7222,7.3354,,5.8824,8677628.2854,0.6179,8.75,125.0,243.0,64.9414,133014695.0,,,,,28946400.0,8267300.0,7549900.0,12926900.0,,,,,,,21.854826,,,702300.0,,,4958000.0,-88000.0,1747900.0,,,,111.49,42.52,
浙商银行,股份行,全国,2021,0.5959,9.83,5447100.0,1291600.0,11.26,14.19,2.84,14.8,25.31,0.177109,7.4351,,-287.109012,2.27,8.0,,4.61,2.54,,54.459933,40.507991,4.906387,64489700.0,11682700.0,1.53,174.61,1.6684,2.2241,1.0905,3.75,1.07,1.88,,,,,23.8127,31.7109,44.4765,,,0.6092,0.7081,5.8417,6.8571,4.6,7444043.8723,0.1822,8.13,63.0,239.0,65.9373,150780450.0,13.356235,10.516235,1.712104,-0.1557,33688900.0,8888100.0,9812200.0,17919700.0,,,,,,,22.910164,,,418700.0,,,-3708300.0,-7772200.0,9423800.0,,,,163.5,54.36,
浙商银行,股份行,全国,2022,0.57,9.01,6108500.0,1398900.0,12.72,12.14,8.31,9.52,27.46,0.182728,7.8432,,1199.263707,2.21,-5.0,,4.37,2.35,,59.11694,37.033932,3.770966,83006400.0,15091600.0,1.47,182.19,1.9699,2.4061,1.3401,3.87,1.5,1.63,,,,,25.665,29.2614,38.1164,,,0.4635,0.5496,4.5954,5.4762,,6252996.8527,0.4588,8.05,55.0,110.0,64.4008,168854310.0,11.986872,3.676872,-2.671965,-0.1457,42508100.0,12612800.0,8411400.0,18902000.0,,,,,,,24.23112,,,845400.0,,,16776500.0,-13020100.0,-2218400.0,,,,148.11,58.46,
浙商银行,股份行,全国,2023,0.5374,9.45,6370400.0,1549300.0,1.38,4.29,10.75,0.54,29.96,0.160312,7.9116,,1254.547215,2.01,-21.0,,4.16,2.35,,61.455676,35.473366,2.844438,91417500.0,21715700.0,1.44,182.6,1.6264,2.0535,1.1294,3.49,1.91,1.37,,,,,28.9187,30.7767,37.2746,,,0.4366,0.482,4.6657,0.0,6.4652,6921088.2627,0.3475,8.22,72.0,169.0,61.8304,194387203.0,15.121256,4.371256,-4.785797,-0.0269,63677400.0,14743000.0,10479800.0,23314100.0,,,,,,,28.277233,,,884300.0,,,19436700.0,-20145900.0,6944000.0,,,,166.61,54.89,
浙商银行,股份行,全国,2024,0.4851,8.49,6765000.0,1569300.0,-5.56,6.19,1.29,5.68,30.25,0.134925,6.6327,,-767.718091,1.71,-29.0,,3.77,2.25,,73.540281,23.000192,3.439826,114891100.0,23968100.0,1.38,178.67,1.8128,2.4066,1.3136,3.78,1.78,1.36,,,,,35.1285,24.5293,40.3421,,,0.4691,0.4527,5.258,5.5987,5.6357,7992209.0652,1.7799,8.38,88.0,211.0,62.1058,206535289.0,6.249427,4.959427,0.471215,0.0325,65930200.0,17509600.0,9959900.0,22887300.0,,,,,,,28.085583,,,1133800.0,,,-12047800.0,-4443900.0,12775400.0,,,,322.75,90.36,
浙商银行,股份行,全国,2025,0.3985,6.8,6251400.0,1356100.0,-2.89,-7.59,-13.59,-10.04,32.09,0.107782,6.0019,,-93.967996,1.6,-6.0,,3.31,1.85,1.46,75.365111,20.799338,3.734918,119121900.0,32083800.0,1.36,155.37,1.8141,2.3629,1.3339,3.72,2.45,1.1,,,,,40.124,25.4856,34.3904,,,0.4706,0.5267,5.9856,5.3947,5.1316,8349249.3328,0.2776,8.4,90.0,162.0,60.8383,211783828.0,2.541231,16.131231,-2.136296,0.0015,73690400.0,13683700.0,9144900.0,229795.0,,,,,454851.0,365397.0,27.726644,-2641.0,1677.0,11759.0,14303.0,131.0,-1274300.0,,,,,,174.01,81.58,
浦发银行,股份行,全国,2020,0.7889,10.81,19638400.0,5899300.0,,,,,23.78,0.426982,17.2855,,214.237282,2.02,,,4.3,2.33,,53.069336,39.401087,7.4643,150821000.0,65515300.0,1.73,150.74,2.1371,2.5819,1.2353,4.31,1.35,2.33,0.34,,1.51,,47.3807,,18.177,1.51,1.17,0.5568,0.6056,5.1377,3.6157,6.1983,28412865.8349,0.2248,9.51,201.0,414.0,68.6357,545668716.0,,,,,136382800.0,42855200.0,43816500.0,54914900.0,,,,,,,28.0564,,,1898000.0,,,12638500.0,-14167700.0,13413400.0,,,,132.25,46.03,
浦发银行,股份行,全国,2021,0.6684,8.75,19098200.0,5376600.0,-4.31,-2.75,-8.86,-5.8,26.17,0.358054,15.2548,,-478.35435,1.83,-20.0,,4.06,2.29,,52.568761,39.640854,7.728995,163194800.0,68268400.0,1.61,143.96,2.0785,2.1666,1.291,3.78,1.28,2.17,0.4,,1.3,,47.9194,,20.7394,1.3,0.9,0.4554,0.5406,4.5424,7.034,5.6272,25037397.2414,0.0781,9.4,190.0,351.0,71.7319,583665239.0,6.963295,15.823295,4.616957,-0.1014,136529600.0,39480400.0,47695700.0,52603400.0,,,,,,,27.493226,,,1729700.0,,,-25719200.0,4274000.0,11486500.0,,,,140.34,49.63,
浦发银行,股份行,全国,2022,0.6175,7.98,18862200.0,5199700.0,-1.65,-1.24,-3.29,-3.63,27.89,0.329605,15.2108,,702.15397,1.77,-5.0,,3.96,2.24,,57.048204,34.319891,8.571903,183641200.0,91700700.0,1.52,159.04,2.2019,2.1924,1.4486,3.71,1.29,1.91,0.52,,1.51,,46.0858,,23.5486,1.51,0.99,0.3688,0.4091,4.1149,6.5934,5.6319,21368382.4216,0.0693,9.19,169.0,315.0,71.0126,618139927.0,5.906586,9.196586,-1.072779,-0.0866,145470600.0,35818500.0,40697600.0,70898400.0,,,,,,,25.502079,,,1987700.0,,,36509900.0,-17032400.0,-4670200.0,,,,149.36,50.85,
浦发银行,股份行,全国,2023,0.4226,5.21,17343400.0,3742900.0,-11.99,-8.05,-28.02,-10.41,29.65,0.271481,14.0993,,1037.690026,1.52,-23.0,,3.82,2.33,,56.466418,36.384466,7.102132,176536400.0,104927800.0,1.48,173.51,2.0194,2.3341,1.3645,3.81,1.42,1.67,0.62,2.78,1.51,,44.9213,9.3288,25.0825,2.78,2.16,0.3222,0.3535,5.0216,6.1934,4.8338,19431140.7742,0.1152,8.97,147.0,217.0,73.9957,666497238.0,7.823036,35.843036,4.346779,-0.0466,160622200.0,43460600.0,17624600.0,78022600.0,,,,,,,24.614336,,,2790500.0,,,38839700.0,-2978100.0,-37069400.0,,,,134.01,50.91,
浦发银行,股份行,全国,2024,0.4963,6.28,17074800.0,4583500.0,-3.75,-1.55,22.46,-0.86,29.16,0.241136,13.3624,,-727.945893,1.42,-12.0,,3.57,2.2,,60.307185,31.486357,8.058284,194307300.0,116031000.0,1.36,186.96,2.0569,2.3464,1.5124,3.7,1.61,1.34,0.95,2.28,1.87,,45.7511,10.5553,24.0975,2.28,1.33,0.4719,0.3833,6.8739,3.1098,3.1195,30203390.7576,0.1969,8.92,142.0,269.0,75.9987,719090220.0,7.890953,-14.569047,2.84354,0.1497,170639100.0,48548100.0,11052700.0,69101900.0,,,,,,,24.33342,,,2914100.0,,,-33365400.0,-8355200.0,32747900.0,,,,153.19,55.54,
浦发银行,股份行,全国,2025,0.5158,6.76,17396400.0,5040500.0,4.13,1.88,9.97,2.82,28.5,0.225407,13.063,,745.632378,1.42,0.0,,3.11,1.74,,62.551396,29.090997,8.136181,221209300.0,127979800.0,1.26,200.72,1.8855,2.0938,1.4964,3.35,1.47,1.21,1.1,1.8,1.69,1.92,47.1225,11.5052,21.1816,1.8,0.7,0.591,0.6131,8.481,2.2741,2.9952,41432462.8452,0.2475,8.99,149.0,197.0,79.5794,802299118.0,11.571413,1.601413,5.02022,0.1191,177039800.0,49856000.0,,820948.0,,,,,1250256.0,879201.0,22.505606,5443.0,250.0,19393.0,30756.0,201.0,37583600.0,,,,,,140.92,54.42,
渤海银行,股份行,全国,2020,0.6738,,3249217.0,844457.1,,,,,26.52,0.208282,8.9328,,616.791629,2.35,,,4.94,2.76,,49.569639,25.125053,2.74091,28867415.2,8147512.2,1.77,158.8,2.7774,2.8948,1.5692,4.66,0.96,2.33,0.3,1.66,1.34,,54.0323,36.3106,8.2693,1.66,1.36,0.9123,,,,,,,8.88,138.0,158.0,67.1994,93643856.0,,,,,,,,,,,,,,,0.0,,,,,,5208540.7,,,,,,109.68,53.4,
渤海银行,股份行,全国,2021,0.5799,8.21,2916865.2,862972.4,-12.63,-10.23,2.19,,32.88,0.14139,7.6719,,961.649376,1.72,-57.0,,4.27,2.66,,57.070184,21.396778,5.748258,38054978.8,8776195.1,1.76,135.63,4.0358,2.8253,2.2931,4.59,1.43,2.22,0.43,3.43,1.14,,56.0879,30.3844,13.5277,3.43,3.0,0.5022,0.4554,,,,,,8.69,119.0,185.0,61.1385,96764370.0,3.332321,1.142321,-10.243663,-0.4101,,,,,,,,,,,0.0,,,,,,8298768.7,,,,,,155.13,59.28,
渤海银行,股份行,全国,2022,0.3768,5.64,2642855.8,610747.5,-7.95,-9.39,-29.23,-18.51,39.24,0.154823,9.7214,,439.313743,1.5,-16.0,,4.09,2.64,,58.857075,20.676252,4.226452,36362121.1,13305816.2,1.76,150.95,2.7842,2.8947,1.5819,4.65,2.02,1.87,0.77,4.63,1.07,,53.3747,31.1091,15.5162,4.63,3.86,0.3257,0.2234,,,,,,8.06,56.0,100.0,63.9886,106186538.0,9.737229,38.967229,4.887799,-0.1765,,,,,,,,,,,0.0,,,,,,2683097.7,,,,,,149.69,63.11,
渤海银行,股份行,全国,2023,0.2996,4.53,2496190.4,508090.3,-14.24,-5.55,-16.81,-7.66,40.51,0.230787,16.0201,,1600.278632,1.14,-26.0,,3.9,2.71,,56.267394,23.948706,3.612687,34699758.9,16794020.7,1.78,156.94,3.0974,3.0957,1.7401,4.88,2.25,1.84,0.97,4.44,3.24,,58.5039,27.842,13.6541,4.44,3.47,0.1924,0.2107,,,,,,8.17,67.0,108.0,62.7054,108651761.0,2.321597,19.131597,-2.093932,-0.1333,,,,,,,,,,,0.0,,,,,,8130860.5,,,,,,113.6,58.4,
渤海银行,股份行,全国,2024,0.2939,4.44,2546327.6,525581.5,-14.45,2.01,3.44,4.86,39.01,0.161297,11.6798,,1767.740645,1.31,-7.0,,3.59,2.47,,56.679543,22.79897,3.469424,41693613.3,17598221.5,1.76,155.19,2.7928,2.7831,1.5868,4.54,4.15,1.11,1.98,12.37,4.62,,67.4084,16.8953,15.6963,12.37,10.39,0.1533,0.1593,,,,,,8.35,85.0,113.0,62.5893,115404835.0,6.215338,2.775338,-0.196974,-0.0391,,,,,,,,,,,0.0,,,,,,9290917.8,,,,,,158.7,74.72,
渤海银行,股份行,全国,2025,0.291,5.2,2595716.1,549820.6,6.47,1.94,4.61,3.85,38.01,0.118539,8.8339,,12.118335,1.37,14.0,,3.26,2.0,1.26,63.690182,17.458626,2.517654,50221451.6,20758594.3,1.66,162.16,2.3839,2.7902,1.4361,4.45,0.0,0.0,,,,,69.206,16.5322,14.2618,,,0.1486,0.1412,,,,,,8.4,90.0,198.0,62.7164,121319251.0,5.124929,0.514929,0.213044,-0.0047,,,,,,,,,,,0.0,,,,625592.7,363884.4,66629.1,,,,,,156.73,84.62,
上海,城市商业银行,华东,2020,0.8901,12.09,5074612.3,2091487.1,,,,,18.93,0.227791,11.0522,,59.631977,1.82,,,4.2,2.26,,59.16931,34.246015,6.584676,52848444.4,23904545.5,1.22,321.38,1.597,1.911,1.309,3.13,1.12,1.43,0.14,1.87,0.53,,35.4974,45.3851,9.2453,1.87,1.73,0.6675,0.7263,5.865,4.4152,5.102,11137918.5008,0.1774,9.34,184.0,236.0,72.3059,178027523.0,,,,,57984291.6,15002381.8,15704352.1,30956753.2,,,,,,,36.021867,,,806698.0,,,1247195.1,411662.9,-1319203.1,,,,163.52,67.5,
上海,城市商业银行,华东,2021,0.8633,11.8,5622990.4,2208036.8,17.81,10.81,5.57,7.22,21.52,0.340986,16.0894,,-50.084125,1.74,-16.0,,4.01,2.23,,62.042481,31.217168,6.74035,61244514.0,28743792.8,1.25,301.13,2.0765,1.6548,1.6612,2.9,0.77,1.67,0.09,1.46,0.29,,40.0358,36.4543,13.5945,1.46,1.37,0.5612,0.6674,4.5064,5.6101,5.6101,10129323.6008,0.1131,8.95,145.0,166.0,75.135,199348211.0,11.976063,6.406063,4.216376,-0.1063,73754338.0,18221475.4,7970990.6,23456459.6,,,,,,,37.670305,,,757986.8,,,-1105875.9,-5160322.3,6944356.5,,,,150.51,77.02,
上海,城市商业银行,华东,2022,0.8069,11.0,5311247.8,2231792.8,-10.09,-5.54,1.08,-7.36,23.02,0.225565,12.2249,,112.872714,1.54,-21.0,,3.74,2.17,,63.817461,28.175219,8.00732,63347656.7,36938702.4,1.25,291.61,1.6975,1.639,1.358,2.89,0.83,1.56,0.16,1.7,0.57,,39.6247,26.6301,24.1655,1.7,1.54,0.4278,0.4877,3.7208,6.7681,6.7682,8396137.3673,0.0985,9.14,164.0,266.0,72.8656,209745562.0,5.215673,4.135673,-3.276947,-0.1334,79475998.8,21933279.4,5157711.6,30910837.8,,,,,,,37.021391,,,745657.9,,,2519085.1,-4864970.7,2601087.0,,,,164.21,71.27,
上海,城市商业银行,华东,2023,0.7569,10.36,5056447.4,2257224.4,-9.92,-4.8,1.14,-7.09,24.61,0.159299,9.7207,,17.899182,1.34,-16.0,,3.62,2.21,,64.24647,28.744615,7.008915,60926180.3,44443051.0,1.21,272.66,1.7077,2.0737,1.4113,3.28,0.89,1.45,0.26,1.21,1.15,,37.6321,25.4636,28.0235,1.21,0.95,0.4003,0.3966,3.7766,6.7002,6.7002,8481380.6772,0.1717,9.53,203.0,288.0,72.5106,223732778.0,6.668659,5.528659,-0.522237,-0.0275,96539371.2,21254044.9,3757009.3,36121700.8,,,,,,,39.393867,,,677171.6,,,404024.7,-5720607.9,3350957.8,,,,142.01,83.92,
上海,城市商业银行,华东,2024,0.7465,10.01,5298555.0,2356044.8,-9.07,4.79,4.38,6.1,23.82,0.122691,7.4715,,17.323728,1.17,-19.0,,3.28,2.06,,65.936739,27.130813,6.932449,64854401.1,47899511.8,1.18,269.81,1.725,2.0639,1.4619,3.24,1.14,1.37,0.45,1.45,1.56,,38.6052,25.4815,28.1179,1.56,1.11,0.5743,0.4586,5.7046,4.3716,8.0874,12999109.9665,0.4789,10.35,285.0,371.0,69.0435,222779695.0,-0.425992,-4.805992,-5.000238,0.174,112542283.3,17758051.3,3165406.3,29923938.1,,,,,,,41.363491,,,1316564.5,,,408154.8,-5301089.3,7435683.0,,,,167.73,105.05,
上海,城市商业银行,华东,2025,0.7397,9.69,5476101.9,2417220.7,1.66,3.35,2.6,4.02,23.31,0.112036,6.7694,,-280.3283,1.16,-6.0,,2.82,1.66,1.16,67.112645,25.584409,7.302946,65618485.9,50782482.0,1.18,244.94,1.6542,2.115,1.4019,3.29,1.34,1.35,0.69,1.25,2.39,2.03,40.3503,29.4158,22.7938,2.39,1.7,0.5983,0.6323,5.9677,7.3255,5.1482,14351089.5788,0.2382,10.65,315.0,350.0,69.4417,229765297.0,3.135655,0.535655,0.591345,0.024,,,,27830510.3,,,,,83259690.3,29254240.1,0.0,-256085.9,-74681.7,2080789.9,1770985.0,,-6776153.7,,,,,,156.45,109.04,81.74
中原,城市商业银行,华北,2020,0.4575,5.75,1938248.6,335473.4,,,,,35.61,0.235981,9.2166,,-110.992973,2.48,,,4.63,2.27,,54.183391,32.012305,13.804282,8844320.0,14182640.0,2.21,153.31,3.1396,2.6323,1.4206,4.84,1.0,3.79,0.23,1.31,2.09,,50.0983,17.2194,24.9474,2.09,1.86,0.6569,0.79,,,,,,8.59,109.0,270.0,72.662,55006139.0,,,,,,,,,,,,,,,0.0,,,,,,-372351.9,,,,,,209.76,,
中原,城市商业银行,华北,2021,0.4766,6.05,1936027.8,363325.3,1.49,-0.11,8.3,-0.18,35.95,0.251702,9.9817,,-1010.348054,2.31,-23.0,,4.41,2.28,,55.692045,29.672818,14.635149,9716320.0,15257360.0,2.18,153.49,3.7877,2.8443,1.7375,5.02,1.18,3.63,0.25,1.48,2.44,,48.6179,16.709,24.3913,2.44,2.19,0.4858,0.6484,,,,,,8.7,120.0,280.0,74.9679,57557708.0,4.638699,-3.661301,3.21853,-0.1711,,,,,,,,,,,0.0,,,,,,-3670850.1,,,,,,357.5,,
中原,城市商业银行,华北,2022,0.3653,4.38,2582123.9,382512.2,23.81,33.37,5.28,27.13,39.05,0.134443,6.9055,,1441.613549,2.06,-24.0,,4.22,2.33,,64.046589,24.52802,11.425398,16034160.0,36952860.0,1.93,157.08,3.5918,2.6032,1.861,4.53,2.64,1.86,1.27,3.3,4.48,,46.3207,16.9294,27.4759,4.48,3.21,0.2717,0.3378,,,,,,7.98,48.0,133.0,70.2,93104045.0,61.757735,56.477735,-10.986291,-0.2141,,,,,,,,,,,0.0,,,,,,5514347.7,,,,,,612.97,,
中原,城市商业银行,华北,2023,0.24,3.69,2630240.6,320632.7,2.26,1.86,-16.18,0.56,40.07,0.09796,5.0129,,257.239296,1.73,-33.0,,3.94,2.38,,69.9113,17.209981,12.878725,17361870.0,41190350.0,2.04,154.06,3.9782,3.2547,1.9501,5.29,2.85,1.78,1.42,2.96,4.88,,45.9736,19.3114,26.6512,4.88,3.46,0.1412,0.1887,,,,,,8.1,60.0,114.0,70.6109,95040724.0,2.080123,18.260123,0.593997,-0.1305,,,,,,,,,,,0.0,,,,,,824793.3,,,,,,316.77,48.44,
中原,城市商业银行,华北,2024,0.256,3.47,2601936.0,346972.9,-2.63,-1.08,8.22,-0.15,38.8,0.103908,5.45,,-450.882158,1.61,-4.0,,3.58,2.06,,73.95429,14.50404,11.541662,20149020.0,45628460.0,2.02,155.03,4.0941,3.2196,2.0268,5.24,2.97,1.61,1.4,3.24,4.87,,46.5022,19.3727,26.3535,4.87,3.47,0.1248,0.1366,,,,,,8.46,96.0,252.0,66.0799,90181172.0,-5.113126,-13.333126,-6.5062,-0.0164,,,,,,,,,,,0.0,,,,,,-1564438.9,,,,,,316.77,45.76,
中原,城市商业银行,华北,2025,0.2574,,2644568.1,357619.1,4.38,1.64,3.07,3.2,38.34,0.102373,5.473,,2650.948453,1.68,6.0,,3.39,1.81,1.58,74.03227,14.196773,11.770952,22117680.0,48888680.0,1.96,165.75,3.9061,3.2761,1.9929,5.24,2.8,1.6,1.6,3.39,3.82,,46.5037,20.4659,26.2391,3.82,2.22,0.1224,0.1531,,,,,,8.89,139.0,302.0,60.582,85652321.0,-5.021947,-8.091947,-8.619469,-0.0024,,,,,,,,,,,0.0,21745.1,-11770.3,215548.6,254082.4,,9480298.0,,,,,,391.29,47.41,
九江,城市商业银行,中西,2020,0.4388,6.58,1019158.6,170947.2,,,,,27.28,0.150072,6.1226,,2296.677512,2.18,,,4.82,2.6,,49.019612,33.280927,6.082637,5412360.0,9741510.0,1.55,165.97,1.9817,1.339,1.2785,2.85,1.27,1.95,0.5,2.26,1.61,,44.5521,24.939,26.0385,2.26,1.76,1.0115,1.1216,,,,,,9.02,152.0,21.0,70.3396,29246786.0,,,,,8735418.4,1494704.3,3936980.1,,,,,,,,34.072397,,,,,,3926105.9,,,,,,327.77,72.65,
九江,城市商业银行,中西,2021,0.4069,6.48,1034749.2,178470.6,7.83,1.53,4.4,,28.57,0.150112,6.6951,,56.866677,2.0,-30.0,,4.55,2.63,,47.025571,33.928695,6.185138,5073860.0,10829780.0,1.41,214.66,1.8958,3.7709,1.3445,5.18,1.34,1.57,0.63,1.9,1.83,,39.1956,33.0836,21.2342,1.9,1.27,0.9166,0.7544,,,,,,8.28,78.0,271.0,69.7626,32195659.0,10.082725,5.682725,-0.91042,-0.0949,10070822.2,1168185.8,3152124.8,,,,,,,,31.183185,,,,,,101490.3,,,,,,426.31,81.42,
九江,城市商业银行,中西,2022,0.3571,5.81,1089735.7,168036.6,3.13,5.31,-5.85,,28.91,0.175454,7.7235,,-714.637644,1.91,1.0,,4.43,2.5,,48.584341,32.663107,7.24273,5174162.5,12708099.5,1.82,173.01,1.8955,4.2868,1.0415,6.11,1.58,2.19,0.8,1.67,2.22,,36.513,19.1481,37.3772,2.22,1.42,0.8515,0.9126,,,,,,7.93,43.0,212.0,70.3584,33751156.0,4.831387,10.681387,0.88763,-0.0651,11042713.9,1103738.3,2392935.0,,,,,,,,30.30911,,,,,,-1200852.8,,,,,,267.97,63.69,
九江,城市商业银行,中西,2023,0.1516,1.28,1038929.1,74541.7,-1.85,-4.66,-55.64,-8.4,31.56,0.192955,9.3577,,-2283.879627,1.76,-21.0,,4.15,2.43,,54.049315,28.698441,7.41434,5684702.4,13787779.7,2.09,153.82,2.1135,3.6868,1.0112,5.78,1.8424,2.4707,0.8794,1.8338,2.5163,,33.5156,21.7799,38.7125,2.5163,1.6369,0.5443,0.8313,,,,,,8.64,114.0,151.0,73.6699,37118534.0,9.977075,65.617075,4.943617,-0.3072,10968904.6,1360400.7,1909137.7,,,,,,,,28.259333,,,,,,-1702442.7,,,,,,448.64,56.4,
九江,城市商业银行,中西,2024,0.1493,1.22,1042367.1,76152.5,8.17,0.33,2.16,-2.76,33.68,0.164011,8.1262,,-3161.890286,1.92,13.0,,4.01,2.16,,61.517567,22.76111,7.075265,6677896.1,16584807.0,2.19,154.25,2.9286,6.0332,1.3373,8.22,2.9797,2.1824,,,,,32.9704,21.0964,39.3099,,,0.4044,0.4861,,,,,,9.44,194.0,267.0,69.2101,35744135.0,-3.70273,-5.86273,-6.205345,-0.1399,11765686.8,1611076.9,1591673.8,,,,,,,,28.98284,,,,,,-2407858.5,,,,,,394.39,67.57,
九江,城市商业银行,中西,2025,0.1618,1.4,1057088.9,84103.4,-8.39,1.41,10.44,0.77,34.14,0.110463,5.4698,,-376.850758,1.75,-14.0,,3.49,1.78,,65.718296,18.197208,6.998784,6069166.1,20095116.4,1.93,152.21,2.7168,5.7834,1.4077,7.7,2.9027,1.8362,,,,,31.9918,21.4234,40.2303,,,0.1289,0.2952,,,,,,8.87,137.0,299.0,66.746,34937170.0,-2.257615,-12.697615,-3.60834,-0.2755,,,,,,,,,,,0.0,,-29.9,,-22.5,,-316944.3,,,,,,388.1,86.38,81.18
兰州,城市商业银行,中西,2020,0.4385,6.86,730366.3453,153266.7694,,,,,29.49,0.061956,3.0735,,-304.272137,1.72,,,4.93,3.07,,59.008697,24.350068,9.035703,897781.6299,15749600.0203,1.75,181.36,5.5495,6.5277,3.1711,8.28,0.74,2.48,,,,,51.3257,25.2227,21.7637,,,,,,,,,,9.05,155.0,276.0,67.9171,24607677.0,,,,,7456884.1174,485871.8302,1083723.9158,,,,,,,,24.913058,,,,,,-466348.0748,,,,,,130.12,52.8,
兰州,城市商业银行,中西,2021,0.4203,5.76,783608.4847,160284.0708,27.55,7.29,4.58,8.33,29.05,0.095866,4.8977,,781.153628,1.72,-12.0,,4.78,3.04,,59.309865,24.336347,8.032293,909773.412,16868160.57,1.73,191.88,4.8517,5.9335,2.8045,7.66,0.0,0.0,,,,,,33.7699,13.3116,,,,,,,,,,8.58,108.0,106.0,69.4304,27795816.0,12.955871,8.375871,2.46199,,8726932.9193,724889.6167,1066941.2994,,,,,,,,26.274539,,,,,,1252064.8347,,,,,,153.69,53.89,
兰州,城市商业银行,中西,2022,0.4242,5.77,745024.6864,177352.1139,-2.24,-4.92,10.65,-9.42,31.24,0.083781,4.9022,,524.290232,1.58,-8.0,,4.62,2.96,,60.062225,21.679834,9.682322,967296.434,17965134.2768,1.71,194.99,4.9172,5.644,2.8756,7.35,0.0,0.0,,,,,,27.821,12.798,,,0.8049,1.0733,,,,,,8.47,97.0,77.0,72.1206,31439287.0,13.107984,2.457984,4.219094,,9231233.3377,1055784.9456,1040283.523,,,,,,,,25.984436,,,,,,929839.8098,,,,,,121.1,54.26,
兰州,城市商业银行,中西,2023,0.4301,5.98,801583.2942,191270.3801,-0.77,7.59,7.85,10.8,30.42,0.059198,3.3485,,229.083183,1.46,-17.0,,4.3,2.81,,61.848488,21.090402,9.888671,999941.0968,19322360.0411,1.73,197.51,3.4506,6.8252,1.9946,8.56,1.2,2.18,1.09,0.98,2.32,,56.7003,28.3543,11.5492,2.32,1.34,0.536,0.6001,,,,,,8.41,91.0,62.0,73.475,33314355.0,5.964092,-1.885908,1.953301,-0.2689,9927899.6487,655995.6108,1006842.5503,,,,,,,,25.563452,,,,,,438168.2743,,,,,,119.89,51.07,
兰州,城市商业银行,中西,2024,0.4134,5.65,785369.2609,194224.9303,0.58,-2.02,1.54,-3.5,31.3,0.051425,3.1841,,762.996698,1.43,-7.0,,3.86,2.44,,64.681207,19.667434,8.844471,1250965.7862,21158193.5518,1.83,201.6,3.3259,5.2869,1.8174,7.12,1.77,2.15,1.63,1.36,3.94,,53.8625,33.066,9.3955,3.94,2.58,0.4771,0.4696,,,,,,8.73,123.0,175.0,72.1018,35062032.0,5.246018,3.706018,-2.004459,-0.0589,11447305.5178,1603025.6521,979504.6919,,,,,,,,28.85106,,,,,,1481929.8048,,,,,,144.8,72.32,
兰州,城市商业银行,中西,2025,0.376,5.36,779493.9162,191060.3606,3.94,-0.75,-1.63,-1.26,31.89,0.045204,3.0736,,1402.247472,1.37,-9.0,,3.43,2.1,1.33,66.496743,17.908023,9.214226,1821296.8688,22363005.0761,1.82,198.38,3.5944,5.6404,1.9749,7.46,2.17,2.03,1.91,1.99,3.98,2.8,56.8409,29.4171,9.7611,3.98,2.07,0.4342,0.4733,,,,,,8.21,71.0,112.0,69.1831,36668105.0,4.580661,6.210661,-4.412094,-0.0429,,,,,,,,,,,0.0,-35074.1,-48.4,163382.4,130812.8,,2679139.0761,,,,,,180.39,88.02,
北京,城市商业银行,华北,2020,0.768,10.65,6429900.0,2164600.0,,,,,22.07,0.220344,9.9379,,87.669777,1.92,,,4.18,2.33,,46.577085,40.131832,7.353833,49056000.0,27208900.0,1.57,215.95,1.8916,1.1394,1.2048,2.71,0.0,0.0,,,,,64.523,11.7602,21.7896,,,0.5222,0.5257,5.1353,5.9091,6.3017,10233204.3876,0.2254,9.42,192.0,99.0,72.547,210387293.0,,,,,50063400.0,16352000.0,32604000.0,19920600.0,,,,,,,34.144456,,,623900.0,,,1897700.0,3187300.0,-3589300.0,,,,118.49,60.33,
