bank,year,metric,status,missingReason,selectedSource,mainValue,tushareValue,scrapedValue,scrapedSource,relatedScrapedTables
江西,2025,retailRiskMax,calculation_input_missing,计算输入不足,,,,,,
江西,2025,retailRiskSpread,calculation_input_missing,计算输入不足,,,,,,
江西,2025,pb,available,,main,0.0906,,,,
江西,2025,pbMid,available,,main,0.1195,,,,
江西,2025,peTtm,source_missing,三源均缺,,,,,,
江西,2025,divYield,source_missing,三源均缺,,,,,,
江西,2025,divYieldTtm,source_missing,三源均缺,,,,,,
江西,2025,totalMarketValue,source_missing,三源均缺,,,,,,
江西,2025,turnoverRate,source_missing,三源均缺,,,,,,
江西,2025,cet1,available,,main,8.6,,8.6,special_metrics_long.csv:核心一级资本充足率:p77,special_metrics_long.csv
江西,2025,cet1Buffer,available,,main,110.0,,,,
江西,2025,carBuffer,available,,main,191.0,,,,
江西,2025,rwaDensity,available,,main,69.6919,,,,
江西,2025,estimatedRwa,available,,main,41063784.0,,,,
江西,2025,estimatedRwaGrowth,available,,main,3.694405,,,,
江西,2025,rwaProfitGrowthGap,available,,main,7.824405,,,,
江西,2025,rwaAssetGrowthGap,available,,main,0.977705,,,,
江西,2025,pbChange,available,,main,-0.0133,,,,
江西,2025,bondInvestment,source_missing,三源均缺,,,,,,
江西,2025,fundInvestment,source_missing,三源均缺,,,,,,
江西,2025,trustWmInvestment,source_missing,三源均缺,,,,,,
江西,2025,tradAsset,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,financials_core_long.csv
江西,2025,fvociAssets,source_missing,三源均缺,,,,,,
江西,2025,acAssets,source_missing,三源均缺,,,,,,
江西,2025,htmInvest,source_missing,三源均缺,,,,,,
江西,2025,afaAssets,source_missing,三源均缺,,,,,,
江西,2025,debtInvestment,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,financials_core_long.csv
江西,2025,otherDebtInvestment,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,financials_core_long.csv
江西,2025,investmentAssetRatio,available,,main,0.0,,,,
江西,2025,fairValueChgGain,available,,annual_report_scraped,,,50.73,financials_core_long.csv:公允价值变动损益:p191,financials_core_long.csv;other_noninterest_income_long.csv
江西,2025,fxGain,available,,annual_report_scraped,,,-36.65,other_noninterest_income_long.csv:汇兑损益:p235,other_noninterest_income_long.csv
江西,2025,investIncome,available,,annual_report_scraped,,,671.08,financials_core_long.csv:投资收益:p191,financials_core_long.csv;other_noninterest_income_long.csv
江西,2025,otherNonInterestIncome,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,other_noninterest_income_long.csv
江西,2025,otherAssetImpairLoss,scraped_available_not_fieldized,年报已抓取，待字段化,,,,,,provision_long.csv
江西,2025,operatingCashFlow,available,,main,307713.9,,,,
江西,2025,cashflowInvAct,source_missing,三源均缺,,,,,,
江西,2025,cashflowFncAct,source_missing,三源均缺,,,,,,
江西,2025,depositGrowthCF,source_missing,三源均缺,,,,,,
江西,2025,loanIssuanceCF,source_missing,三源均缺,,,,,,
江西,2025,centralBankAdj,source_missing,三源均缺,,,,,,
江西,2025,liquidityCoverageRatio,available,,main,314.3,,314.3,special_metrics_long.csv:流动性覆盖率:p71,liquidity_risk_long.csv;special_metrics_long.csv
江西,2025,liquidityRatio,available,,main,102.85,,102.85,special_metrics_long.csv:流动性比率:p71,liquidity_risk_long.csv;special_metrics_long.csv
江西,2025,loanDepositRatio,available,,annual_report_scraped,,,90.85,special_metrics_long.csv:存贷比:p8,special_metrics_long.csv
泸州,2020,roa,available,,main,0.5472,,,,
泸州,2020,roe,available,,main,7.11,,,,
泸州,2020,revenue,available,,main,314268.5,,,,
泸州,2020,netProfit,available,,main,57607.4,,,,
泸州,2020,coreRevenueGrowth,source_missing,三源均缺,,,,,,
泸州,2020,revenueGrowth,source_missing,三源均缺,,,,,,
泸州,2020,netProfitGrowth,source_missing,三源均缺,,,,,,
泸州,2020,ppopGrowth,source_missing,三源均缺,,,,,,
泸州,2020,costIncomeRatio,available,,main,36.09,,,,
泸州,2020,feeAssetRatio,available,,main,0.004277,,,,
泸州,2020,trueCoreNonInterest,available,,main,0.1618,,,,
泸州,2020,volatileIncomeShare,source_missing,三源均缺,,,,,,
泸州,2020,cashProfitRatio,available,,main,303.739103,,,,
泸州,2020,nim,available,,main,2.78,,,,
泸州,2020,nimGapBp,calculation_input_missing,计算输入不足,,,,,,
泸州,2020,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
泸州,2020,earningAssetYield,available,,main,6.11,,,,
泸州,2020,interestLiabilityCost,available,,main,3.35,,,,
泸州,2020,realLoanDepositSpread,source_missing,三源均缺,,,,,,
泸州,2020,timeDepositShare,available,,main,51.1425,,,,
泸州,2020,corporateDemandDepositShare,available,,main,41.347166,,,,
泸州,2020,personalDemandDepositShare,available,,main,7.510333,,,,
泸州,2020,corporateTimeDeposit,available,,main,754856.7,,,,
泸州,2020,personalTimeDeposit,available,,main,3546465.2,,,,
泸州,2020,npl,available,,main,1.83,,,,
泸州,2020,provisionCoverage,available,,main,187.43,,,,
泸州,2020,overdueRatio,available,,main,1.9337,,,,
泸州,2020,specialMentionRatio,available,,main,1.3369,,,,
泸州,2020,overdueNplDeviation,available,,main,1.0567,,,,
泸州,2020,hiddenNplExposure,available,,main,3.17,,,,
泸州,2020,personalLoanNpl,available,,main,0.0,,,,
泸州,2020,corporateLoanNpl,available,,main,0.0,,,,
泸州,2020,housingLoanNpl,available,,main,1.48,,,,
泸州,2020,consumerLoanNpl,available,,main,0.25,,,,
泸州,2020,businessLoanNpl,source_missing,三源均缺,,,,,,
泸州,2020,creditCardLoanNpl,source_missing,三源均缺,,,,,,
泸州,2020,housingLoanShare,available,,main,27.4197,,,,
泸州,2020,consumerLoanShare,available,,main,14.1152,,,,
泸州,2020,businessLoanShare,source_missing,三源均缺,,,,,,
泸州,2020,retailRiskMax,available,,main,1.48,,,,
泸州,2020,retailRiskSpread,available,,main,1.23,,,,
泸州,2020,pb,available,,main,0.8241,,,,
泸州,2020,pbMid,available,,main,0.9348,,,,
泸州,2020,peTtm,source_missing,三源均缺,,,,,,
泸州,2020,divYield,source_missing,三源均缺,,,,,,
泸州,2020,divYieldTtm,source_missing,三源均缺,,,,,,
泸州,2020,totalMarketValue,source_missing,三源均缺,,,,,,
泸州,2020,turnoverRate,source_missing,三源均缺,,,,,,
泸州,2020,cet1,available,,main,8.11,,,,
泸州,2020,cet1Buffer,available,,main,61.0,,,,
泸州,2020,carBuffer,available,,main,337.0,,,,
泸州,2020,rwaDensity,available,,main,75.198,,,,
泸州,2020,estimatedRwa,available,,main,8940006.0,,,,
泸州,2020,estimatedRwaGrowth,source_missing,三源均缺,,,,,,
泸州,2020,rwaProfitGrowthGap,calculation_input_missing,计算输入不足,,,,,,
泸州,2020,rwaAssetGrowthGap,calculation_input_missing,计算输入不足,,,,,,
泸州,2020,pbChange,source_missing,三源均缺,,,,,,
泸州,2020,bondInvestment,source_missing,三源均缺,,,,,,
泸州,2020,fundInvestment,source_missing,三源均缺,,,,,,
泸州,2020,trustWmInvestment,source_missing,三源均缺,,,,,,
泸州,2020,tradAsset,source_missing,三源均缺,,,,,,
泸州,2020,fvociAssets,source_missing,三源均缺,,,,,,
泸州,2020,acAssets,source_missing,三源均缺,,,,,,
泸州,2020,htmInvest,source_missing,三源均缺,,,,,,
泸州,2020,afaAssets,source_missing,三源均缺,,,,,,
泸州,2020,debtInvestment,source_missing,三源均缺,,,,,,
泸州,2020,otherDebtInvestment,source_missing,三源均缺,,,,,,
泸州,2020,investmentAssetRatio,available,,main,0.0,,,,
泸州,2020,fairValueChgGain,source_missing,三源均缺,,,,,,
泸州,2020,fxGain,source_missing,三源均缺,,,,,,
泸州,2020,investIncome,source_missing,三源均缺,,,,,,
泸州,2020,otherNonInterestIncome,source_missing,三源均缺,,,,,,
泸州,2020,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
泸州,2020,operatingCashFlow,available,,main,174976.2,,,,
泸州,2020,cashflowInvAct,source_missing,三源均缺,,,,,,
泸州,2020,cashflowFncAct,source_missing,三源均缺,,,,,,
泸州,2020,depositGrowthCF,source_missing,三源均缺,,,,,,
泸州,2020,loanIssuanceCF,source_missing,三源均缺,,,,,,
泸州,2020,centralBankAdj,source_missing,三源均缺,,,,,,
泸州,2020,liquidityCoverageRatio,source_missing,三源均缺,,,,,,
泸州,2020,liquidityRatio,available,,main,83.02,,,,
泸州,2020,loanDepositRatio,source_missing,三源均缺,,,,,,
泸州,2021,roa,available,,main,0.5795,,,,
泸州,2021,roe,available,,main,7.89,,,,
泸州,2021,revenue,available,,main,377423.0,,,,
泸州,2021,netProfit,available,,main,73425.7,,,,
泸州,2021,coreRevenueGrowth,available,,main,8.48,,,,
泸州,2021,revenueGrowth,available,,main,20.1,,,,
泸州,2021,netProfitGrowth,available,,main,27.46,,,,
泸州,2021,ppopGrowth,available,,main,15.43,,,,
泸州,2021,costIncomeRatio,available,,main,38.59,,,,
泸州,2021,feeAssetRatio,available,,main,0.042688,,,,
泸州,2021,trueCoreNonInterest,available,,main,1.5214,,,,
泸州,2021,volatileIncomeShare,source_missing,三源均缺,,,,,,
泸州,2021,cashProfitRatio,available,,main,-107.579635,,,,
泸州,2021,nim,available,,main,2.49,,,,
泸州,2021,nimGapBp,available,,main,-17.0,,,,
泸州,2021,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
泸州,2021,earningAssetYield,available,,main,5.9,,,,
泸州,2021,interestLiabilityCost,available,,main,3.31,,,,
泸州,2021,realLoanDepositSpread,source_missing,三源均缺,,,,,,
泸州,2021,timeDepositShare,available,,main,52.836212,,,,
泸州,2021,corporateDemandDepositShare,available,,main,35.776208,,,,
泸州,2021,personalDemandDepositShare,available,,main,11.387581,,,,
泸州,2021,corporateTimeDeposit,available,,main,809248.2,,,,
泸州,2021,personalTimeDeposit,available,,main,4116482.7,,,,
泸州,2021,npl,available,,main,1.42,,,,
泸州,2021,provisionCoverage,available,,main,262.49,,,,
泸州,2021,overdueRatio,available,,main,2.2634,,,,
泸州,2021,specialMentionRatio,available,,main,0.6334,,,,
泸州,2021,overdueNplDeviation,available,,main,1.5939,,,,
泸州,2021,hiddenNplExposure,available,,main,2.05,,,,
泸州,2021,personalLoanNpl,available,,main,1.57,,,,
泸州,2021,corporateLoanNpl,available,,main,1.48,,,,
泸州,2021,housingLoanNpl,available,,main,1.34,,,,
泸州,2021,consumerLoanNpl,available,,main,1.05,,,,
泸州,2021,businessLoanNpl,source_missing,三源均缺,,,,,,
泸州,2021,creditCardLoanNpl,source_missing,三源均缺,,,,,,
泸州,2021,housingLoanShare,available,,main,26.5197,,,,
泸州,2021,consumerLoanShare,available,,main,14.6742,,,,
泸州,2021,businessLoanShare,source_missing,三源均缺,,,,,,
泸州,2021,retailRiskMax,available,,main,1.34,,,,
泸州,2021,retailRiskSpread,available,,main,0.29,,,,
泸州,2021,pb,available,,main,0.798,,,,
泸州,2021,pbMid,available,,main,0.742,,,,
泸州,2021,peTtm,source_missing,三源均缺,,,,,,
泸州,2021,divYield,source_missing,三源均缺,,,,,,
泸州,2021,divYieldTtm,source_missing,三源均缺,,,,,,
泸州,2021,totalMarketValue,source_missing,三源均缺,,,,,,
泸州,2021,turnoverRate,source_missing,三源均缺,,,,,,
泸州,2021,cet1,available,,main,8.05,,,,
泸州,2021,cet1Buffer,available,,main,55.0,,,,
泸州,2021,carBuffer,available,,main,286.0,,,,
泸州,2021,rwaDensity,available,,main,73.9933,,,,
泸州,2021,estimatedRwa,available,,main,9952848.0,,,,
泸州,2021,estimatedRwaGrowth,available,,main,11.329321,,,,
泸州,2021,rwaProfitGrowthGap,available,,main,-16.130679,,,,
泸州,2021,rwaAssetGrowthGap,available,,main,-1.812542,,,,
泸州,2021,pbChange,available,,main,-0.0261,,,,
泸州,2021,bondInvestment,source_missing,三源均缺,,,,,,
泸州,2021,fundInvestment,source_missing,三源均缺,,,,,,
泸州,2021,trustWmInvestment,source_missing,三源均缺,,,,,,
泸州,2021,tradAsset,source_missing,三源均缺,,,,,,
泸州,2021,fvociAssets,source_missing,三源均缺,,,,,,
泸州,2021,acAssets,source_missing,三源均缺,,,,,,
泸州,2021,htmInvest,source_missing,三源均缺,,,,,,
泸州,2021,afaAssets,source_missing,三源均缺,,,,,,
泸州,2021,debtInvestment,source_missing,三源均缺,,,,,,
泸州,2021,otherDebtInvestment,source_missing,三源均缺,,,,,,
泸州,2021,investmentAssetRatio,available,,main,0.0,,,,
泸州,2021,fairValueChgGain,source_missing,三源均缺,,,,,,
泸州,2021,fxGain,source_missing,三源均缺,,,,,,
泸州,2021,investIncome,source_missing,三源均缺,,,,,,
泸州,2021,otherNonInterestIncome,source_missing,三源均缺,,,,,,
泸州,2021,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
泸州,2021,operatingCashFlow,available,,main,-78991.1,,,,
泸州,2021,cashflowInvAct,source_missing,三源均缺,,,,,,
泸州,2021,cashflowFncAct,source_missing,三源均缺,,,,,,
泸州,2021,depositGrowthCF,source_missing,三源均缺,,,,,,
泸州,2021,loanIssuanceCF,source_missing,三源均缺,,,,,,
泸州,2021,centralBankAdj,source_missing,三源均缺,,,,,,
泸州,2021,liquidityCoverageRatio,source_missing,三源均缺,,,,,,
泸州,2021,liquidityRatio,available,,main,87.79,,,,
泸州,2021,loanDepositRatio,source_missing,三源均缺,,,,,,
泸州,2022,roa,available,,main,0.5704,,,,
泸州,2022,roe,available,,main,8.13,,,,
泸州,2022,revenue,available,,main,388704.8,,,,
泸州,2022,netProfit,available,,main,80752.9,,,,
泸州,2022,coreRevenueGrowth,available,,main,11.9,,,,
泸州,2022,revenueGrowth,available,,main,2.99,,,,
泸州,2022,netProfitGrowth,available,,main,9.98,,,,
泸州,2022,ppopGrowth,available,,main,1.95,,,,
泸州,2022,costIncomeRatio,available,,main,38.87,,,,
泸州,2022,feeAssetRatio,available,,main,0.063279,,,,
泸州,2022,trueCoreNonInterest,available,,main,2.4196,,,,
泸州,2022,volatileIncomeShare,source_missing,三源均缺,,,,,,
泸州,2022,cashProfitRatio,available,,main,214.553781,,,,
泸州,2022,nim,available,,main,2.46,,,,
泸州,2022,nimGapBp,available,,main,-8.0,,,,
泸州,2022,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
泸州,2022,earningAssetYield,available,,main,5.66,,,,
泸州,2022,interestLiabilityCost,available,,main,3.15,,,,
泸州,2022,realLoanDepositSpread,source_missing,三源均缺,,,,,,
泸州,2022,timeDepositShare,available,,main,51.134569,,,,
泸州,2022,corporateDemandDepositShare,available,,main,35.420927,,,,
泸州,2022,personalDemandDepositShare,available,,main,13.444505,,,,
泸州,2022,corporateTimeDeposit,available,,main,745032.2,,,,
泸州,2022,personalTimeDeposit,available,,main,4745059.5,,,,
泸州,2022,npl,available,,main,1.53,,,,
泸州,2022,provisionCoverage,available,,main,256.93,,,,
泸州,2022,overdueRatio,available,,main,1.9016,,,,
泸州,2022,specialMentionRatio,available,,main,1.8169,,,,
泸州,2022,overdueNplDeviation,available,,main,1.2429,,,,
泸州,2022,hiddenNplExposure,available,,main,3.35,,,,
泸州,2022,personalLoanNpl,available,,main,2.09,,,,
泸州,2022,corporateLoanNpl,available,,main,1.32,,,,
泸州,2022,housingLoanNpl,available,,main,1.68,,,,
泸州,2022,consumerLoanNpl,available,,main,1.81,,,,
泸州,2022,businessLoanNpl,source_missing,三源均缺,,,,,,
泸州,2022,creditCardLoanNpl,source_missing,三源均缺,,,,,,
泸州,2022,housingLoanShare,available,,main,22.2226,,,,
泸州,2022,consumerLoanShare,available,,main,18.6741,,,,
泸州,2022,businessLoanShare,source_missing,三源均缺,,,,,,
泸州,2022,retailRiskMax,available,,main,1.81,,,,
泸州,2022,retailRiskSpread,available,,main,0.13,,,,
泸州,2022,pb,available,,main,0.8841,,,,
泸州,2022,pbMid,available,,main,0.8083,,,,
泸州,2022,peTtm,source_missing,三源均缺,,,,,,
泸州,2022,divYield,source_missing,三源均缺,,,,,,
泸州,2022,divYieldTtm,source_missing,三源均缺,,,,,,
泸州,2022,totalMarketValue,source_missing,三源均缺,,,,,,
泸州,2022,turnoverRate,source_missing,三源均缺,,,,,,
泸州,2022,cet1,available,,main,8.1,,,,
泸州,2022,cet1Buffer,available,,main,60.0,,,,
泸州,2022,carBuffer,available,,main,251.0,,,,
泸州,2022,rwaDensity,available,,main,70.454,,,,
泸州,2022,estimatedRwa,available,,main,10471563.0,,,,
泸州,2022,estimatedRwaGrowth,available,,main,5.211724,,,,
泸州,2022,rwaProfitGrowthGap,available,,main,-4.768276,,,,
泸州,2022,rwaAssetGrowthGap,available,,main,-5.285403,,,,
泸州,2022,pbChange,available,,main,0.0861,,,,
泸州,2022,bondInvestment,source_missing,三源均缺,,,,,,
泸州,2022,fundInvestment,source_missing,三源均缺,,,,,,
泸州,2022,trustWmInvestment,source_missing,三源均缺,,,,,,
泸州,2022,tradAsset,source_missing,三源均缺,,,,,,
泸州,2022,fvociAssets,source_missing,三源均缺,,,,,,
泸州,2022,acAssets,source_missing,三源均缺,,,,,,
泸州,2022,htmInvest,source_missing,三源均缺,,,,,,
泸州,2022,afaAssets,source_missing,三源均缺,,,,,,
泸州,2022,debtInvestment,source_missing,三源均缺,,,,,,
泸州,2022,otherDebtInvestment,source_missing,三源均缺,,,,,,
泸州,2022,investmentAssetRatio,available,,main,0.0,,,,
泸州,2022,fairValueChgGain,source_missing,三源均缺,,,,,,
泸州,2022,fxGain,source_missing,三源均缺,,,,,,
泸州,2022,investIncome,source_missing,三源均缺,,,,,,
泸州,2022,otherNonInterestIncome,source_missing,三源均缺,,,,,,
泸州,2022,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
泸州,2022,operatingCashFlow,available,,main,173258.4,,,,
泸州,2022,cashflowInvAct,source_missing,三源均缺,,,,,,
泸州,2022,cashflowFncAct,source_missing,三源均缺,,,,,,
泸州,2022,depositGrowthCF,source_missing,三源均缺,,,,,,
泸州,2022,loanIssuanceCF,source_missing,三源均缺,,,,,,
泸州,2022,centralBankAdj,source_missing,三源均缺,,,,,,
泸州,2022,liquidityCoverageRatio,source_missing,三源均缺,,,,,,
泸州,2022,liquidityRatio,available,,main,73.47,,,,
泸州,2022,loanDepositRatio,source_missing,三源均缺,,,,,,
泸州,2023,roa,available,,main,0.6493,,,,
泸州,2023,roe,available,,main,9.36,,,,
泸州,2023,revenue,available,,main,475144.1,,,,
泸州,2023,netProfit,available,,main,99423.7,,,,
泸州,2023,coreRevenueGrowth,available,,main,-4.8,,,,
泸州,2023,revenueGrowth,available,,main,22.24,,,,
泸州,2023,netProfitGrowth,available,,main,23.12,,,,
泸州,2023,ppopGrowth,available,,main,30.63,,,,
泸州,2023,costIncomeRatio,available,,main,34.86,,,,
泸州,2023,feeAssetRatio,available,,main,0.065307,,,,
泸州,2023,trueCoreNonInterest,available,,main,2.1667,,,,
泸州,2023,volatileIncomeShare,source_missing,三源均缺,,,,,,
泸州,2023,cashProfitRatio,available,,main,-889.455532,,,,
泸州,2023,nim,available,,main,2.39,,,,
泸州,2023,nimGapBp,available,,main,18.0,,,,
泸州,2023,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
泸州,2023,earningAssetYield,available,,main,5.59,,,,
泸州,2023,interestLiabilityCost,available,,main,2.9,,,,
泸州,2023,realLoanDepositSpread,source_missing,三源均缺,,,,,,
泸州,2023,timeDepositShare,available,,main,52.041749,,,,
泸州,2023,corporateDemandDepositShare,available,,main,34.188009,,,,
泸州,2023,personalDemandDepositShare,available,,main,13.770242,,,,
泸州,2023,corporateTimeDeposit,available,,main,797861.3,,,,
泸州,2023,personalTimeDeposit,available,,main,5190555.6,,,,
泸州,2023,npl,available,,main,1.35,,,,
泸州,2023,provisionCoverage,available,,main,372.42,,,,
泸州,2023,overdueRatio,available,,main,1.4488,,,,
泸州,2023,specialMentionRatio,available,,main,1.2777,,,,
泸州,2023,overdueNplDeviation,available,,main,1.0732,,,,
泸州,2023,hiddenNplExposure,available,,main,2.63,,,,
泸州,2023,personalLoanNpl,available,,main,2.55,,,,
泸州,2023,corporateLoanNpl,available,,main,1.06,,,,
泸州,2023,housingLoanNpl,available,,main,1.2,,,,
泸州,2023,consumerLoanNpl,available,,main,1.33,,,,
泸州,2023,businessLoanNpl,source_missing,三源均缺,,,,,,
泸州,2023,creditCardLoanNpl,source_missing,三源均缺,,,,,,
泸州,2023,housingLoanShare,available,,main,18.9875,,,,
泸州,2023,consumerLoanShare,available,,main,16.2979,,,,
泸州,2023,businessLoanShare,source_missing,三源均缺,,,,,,
泸州,2023,retailRiskMax,available,,main,1.33,,,,
泸州,2023,retailRiskSpread,available,,main,0.13,,,,
泸州,2023,pb,available,,main,0.6559,,,,
泸州,2023,pbMid,available,,main,0.7681,,,,
泸州,2023,peTtm,source_missing,三源均缺,,,,,,
泸州,2023,divYield,source_missing,三源均缺,,,,,,
泸州,2023,divYieldTtm,source_missing,三源均缺,,,,,,
泸州,2023,totalMarketValue,source_missing,三源均缺,,,,,,
泸州,2023,turnoverRate,source_missing,三源均缺,,,,,,
泸州,2023,cet1,available,,main,8.12,,,,
泸州,2023,cet1Buffer,available,,main,62.0,,,,
泸州,2023,carBuffer,available,,main,224.0,,,,
泸州,2023,rwaDensity,available,,main,71.9698,,,,
泸州,2023,estimatedRwa,available,,main,11345056.0,,,,
泸州,2023,estimatedRwaGrowth,available,,main,8.341572,,,,
泸州,2023,rwaProfitGrowthGap,available,,main,-14.778428,,,,
泸州,2023,rwaAssetGrowthGap,available,,main,2.281849,,,,
泸州,2023,pbChange,available,,main,-0.2282,,,,
泸州,2023,bondInvestment,source_missing,三源均缺,,,,,,
泸州,2023,fundInvestment,source_missing,三源均缺,,,,,,
泸州,2023,trustWmInvestment,source_missing,三源均缺,,,,,,
泸州,2023,tradAsset,source_missing,三源均缺,,,,,,
泸州,2023,fvociAssets,source_missing,三源均缺,,,,,,
泸州,2023,acAssets,source_missing,三源均缺,,,,,,
泸州,2023,htmInvest,source_missing,三源均缺,,,,,,
泸州,2023,afaAssets,source_missing,三源均缺,,,,,,
泸州,2023,debtInvestment,source_missing,三源均缺,,,,,,
泸州,2023,otherDebtInvestment,source_missing,三源均缺,,,,,,
泸州,2023,investmentAssetRatio,available,,main,0.0,,,,
泸州,2023,fairValueChgGain,source_missing,三源均缺,,,,,,
泸州,2023,fxGain,source_missing,三源均缺,,,,,,
泸州,2023,investIncome,source_missing,三源均缺,,,,,,
泸州,2023,otherNonInterestIncome,source_missing,三源均缺,,,,,,
泸州,2023,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
泸州,2023,operatingCashFlow,available,,main,-884329.6,,,,
泸州,2023,cashflowInvAct,source_missing,三源均缺,,,,,,
泸州,2023,cashflowFncAct,source_missing,三源均缺,,,,,,
泸州,2023,depositGrowthCF,source_missing,三源均缺,,,,,,
泸州,2023,loanIssuanceCF,source_missing,三源均缺,,,,,,
泸州,2023,centralBankAdj,source_missing,三源均缺,,,,,,
泸州,2023,liquidityCoverageRatio,source_missing,三源均缺,,,,,,
泸州,2023,liquidityRatio,available,,main,80.14,,,,
泸州,2023,loanDepositRatio,source_missing,三源均缺,,,,,,
泸州,2024,roa,available,,main,0.7763,,,,
泸州,2024,roe,available,,main,11.24,,,,
泸州,2024,revenue,available,,main,520453.3,,,,
泸州,2024,netProfit,available,,main,127566.5,,,,
泸州,2024,coreRevenueGrowth,available,,main,15.7,,,,
泸州,2024,revenueGrowth,available,,main,9.54,,,,
泸州,2024,netProfitGrowth,available,,main,28.31,,,,
泸州,2024,ppopGrowth,available,,main,12.85,,,,
泸州,2024,costIncomeRatio,available,,main,32.57,,,,
泸州,2024,feeAssetRatio,available,,main,0.101466,,,,
泸州,2024,trueCoreNonInterest,available,,main,3.3337,,,,
泸州,2024,volatileIncomeShare,source_missing,三源均缺,,,,,,
泸州,2024,cashProfitRatio,available,,main,134.059961,,,,
泸州,2024,nim,available,,main,2.49,,,,
泸州,2024,nimGapBp,available,,main,2.0,,,,
泸州,2024,nimGapPoint,calculation_input_missing,计算输入不足,,,,,,
泸州,2024,earningAssetYield,available,,main,5.31,,,,
泸州,2024,interestLiabilityCost,available,,main,2.6,,,,
泸州,2024,realLoanDepositSpread,source_missing,三源均缺,,,,,,
泸州,2024,timeDepositShare,available,,main,56.189076,,,,
泸州,2024,corporateDemandDepositShare,available,,main,30.463096,,,,
泸州,2024,personalDemandDepositShare,available,,main,13.347828,,,,
泸州,2024,corporateTimeDeposit,available,,main,1225631.5,,,,
泸州,2024,personalTimeDeposit,available,,main,6206991.1,,,,
泸州,2024,npl,available,,main,1.19,,,,
泸州,2024,provisionCoverage,available,,main,435.19,,,,
泸州,2024,overdueRatio,available,,main,1.5012,,,,
泸州,2024,specialMentionRatio,available,,main,2.098,,,,
泸州,2024,overdueNplDeviation,available,,main,1.2615,,,,
泸州,2024,hiddenNplExposure,available,,main,3.29,,,,
泸州,2024,personalLoanNpl,available,,main,3.66,,,,
泸州,2024,corporateLoanNpl,available,,main,0.82,,,,
泸州,2024,housingLoanNpl,available,,main,1.75,,,,
泸州,2024,consumerLoanNpl,available,,main,1.27,,,,
泸州,2024,businessLoanNpl,source_missing,三源均缺,,,,,,
泸州,2024,creditCardLoanNpl,source_missing,三源均缺,,,,,,
泸州,2024,housingLoanShare,available,,main,16.7332,,,,
泸州,2024,consumerLoanShare,available,,main,13.9943,,,,
泸州,2024,businessLoanShare,source_missing,三源均缺,,,,,,
泸州,2024,retailRiskMax,available,,main,1.75,,,,
泸州,2024,retailRiskSpread,available,,main,0.48,,,,
泸州,2024,pb,available,,main,0.4911,,,,
泸州,2024,pbMid,available,,main,0.5029,,,,
泸州,2024,peTtm,source_missing,三源均缺,,,,,,
泸州,2024,divYield,source_missing,三源均缺,,,,,,
泸州,2024,divYieldTtm,source_missing,三源均缺,,,,,,
泸州,2024,totalMarketValue,source_missing,三源均缺,,,,,,
泸州,2024,turnoverRate,source_missing,三源均缺,,,,,,
泸州,2024,cet1,available,,main,8.27,,,,
泸州,2024,cet1Buffer,available,,main,77.0,,,,
泸州,2024,carBuffer,available,,main,262.0,,,,
泸州,2024,rwaDensity,available,,main,71.4324,,,,
泸州,2024,estimatedRwa,available,,main,12214917.0,,,,
泸州,2024,estimatedRwaGrowth,available,,main,7.667313,,,,
泸州,2024,rwaProfitGrowthGap,available,,main,-20.642687,,,,
泸州,2024,rwaAssetGrowthGap,available,,main,-0.809911,,,,
泸州,2024,pbChange,available,,main,-0.1648,,,,
泸州,2024,bondInvestment,source_missing,三源均缺,,,,,,
泸州,2024,fundInvestment,source_missing,三源均缺,,,,,,
泸州,2024,trustWmInvestment,source_missing,三源均缺,,,,,,
泸州,2024,tradAsset,source_missing,三源均缺,,,,,,
泸州,2024,fvociAssets,source_missing,三源均缺,,,,,,
泸州,2024,acAssets,source_missing,三源均缺,,,,,,
泸州,2024,htmInvest,source_missing,三源均缺,,,,,,
泸州,2024,afaAssets,source_missing,三源均缺,,,,,,
泸州,2024,debtInvestment,source_missing,三源均缺,,,,,,
泸州,2024,otherDebtInvestment,source_missing,三源均缺,,,,,,
泸州,2024,investmentAssetRatio,available,,main,0.0,,,,
泸州,2024,fairValueChgGain,source_missing,三源均缺,,,,,,
泸州,2024,fxGain,source_missing,三源均缺,,,,,,
泸州,2024,investIncome,source_missing,三源均缺,,,,,,
泸州,2024,otherNonInterestIncome,source_missing,三源均缺,,,,,,
泸州,2024,otherAssetImpairLoss,source_missing,三源均缺,,,,,,
泸州,2024,operatingCashFlow,available,,main,171015.6,,,,
泸州,2024,cashflowInvAct,source_missing,三源均缺,,,,,,
泸州,2024,cashflowFncAct,source_missing,三源均缺,,,,,,
泸州,2024,depositGrowthCF,source_missing,三源均缺,,,,,,
